"id","duration","date","userId","modifiedById","phoneProvider","direction","mediaType","dealId","userTalkRatio","longestContactMonologue","patience","interactionSpeed","role","teams","contacts","tag"
4458,678.208,2021-07-22 11:16:38,54,,zoom,outbound,video,,0.3619907167122772,36.80000000000001,0.8335714285714249,5.042700764367274,admin,{Account Manager},1,Set up
4457,908.173,2021-07-22 11:11:54,23,,aircall,outbound,audio,,0.783268165867076,8.874999999999996,1.6750000000000043,0.1321334151092358,admin,{Sales},1,Unscheduled Follow up
4459,802.834,2021-07-22 10:30:00,18,,google,outbound,video,,0.5247535605118865,122.165,0.8739655172413793,4.409379772157133,admin,{Account Manager},1,Other
4456,1779.52,2021-07-22 10:02:19,8,8,zoom,outbound,video,503,0.8550058442726118,46.42000000000007,0.0049999999999954525,0.13486782952706347,admin,{Sales},1,Client Follow Up
4455,249.209,2021-07-22 09:46:36,54,,manual,inbound,video,,0.4457704176012906,33.110000000000014,4.9535294117647055,8.18590018819545,admin,{Account Manager},1,Other
4454,442.688,2021-07-21 17:40:12,23,,zoom,outbound,video,,0.4269711399450632,22.92,1.0591176470588153,4.743747289287263,admin,{Sales},1,Other
4453,1686.816,2021-07-21 17:02:51,54,,zoom,outbound,video,129,0.5019931041678531,94.12,0.46259259259258556,1.9207785555745263,admin,{Account Manager},5,Other
4452,1194.912,2021-07-21 16:37:01,18,,zoom,outbound,video,,0.34487476902064707,64.11999999999989,1.0328571428571576,3.6153289949385394,admin,{Account Manager},3,Other
4448,17.0,2021-07-21 16:22:20,7,,manual,inbound,video,,0.6383529411764707,6.130000000000001,0.0,7.0588235294117645,admin,,1,Other
4446,1816.416,2021-07-21 15:34:15,18,,zoom,outbound,video,501,0.5089032468333239,121.82499999999999,0.37565789473684863,2.5104381375191585,admin,{Account Manager},1,Client Follow Up
4445,693.664,2021-07-21 15:30:30,54,,zoom,outbound,video,,0.3789226484292104,43.12500000000001,1.1783333333333321,4.670849287262998,admin,{Account Manager},1,Other
4443,143.07275,2021-07-21 15:19:10,23,,aircall,inbound,audio,,0.2660534588172799,33.224999999999994,1.1699999999999988,6.290506053738395,admin,{Sales},1,Unscheduled Follow up
4444,836.064,2021-07-21 15:09:19,54,,zoom,outbound,video,,0.3544298044168869,75.39000000000004,0.3090476190476139,3.0141233207027214,admin,{Account Manager},1,Client Follow Up
4442,740.992,2021-07-21 15:02:52,18,,zoom,outbound,video,463,0.5559236806875111,32.764999999999986,0.5519736842105224,6.234885126964934,admin,{Account Manager},1,Other
4447,3928.416,2021-07-21 15:00:59,8,8,zoom,outbound,video,502,0.5591057566204796,144.58500000000004,1.002000000000003,2.290999731189365,admin,{Sales},2,Demo
4441,1739.616,2021-07-21 14:33:07,54,18,zoom,outbound,video,488,0.05154011000128766,1291.0300000000002,0.2522727272727236,0.8277688869267701,admin,{Account Manager},2,Client Follow Up
4439,1648.16,2021-07-21 14:02:30,23,,zoom,outbound,video,,0.14159426269294192,252.32500000000005,0.8969999999999967,1.4561693039510728,admin,{Sales},2,Client Follow Up
4440,2659.232,2021-07-21 14:00:44,17,17,zoom,outbound,video,,0.6452238841891184,211.81999999999994,0.5249999999999957,2.3014163487804,admin,{Sales},1,Demo
4438,2204.704,2021-07-21 12:01:46,23,,zoom,outbound,video,500,0.5019245213869975,90.28499999999997,1.4424999999999788,2.8303119148874405,admin,{Sales},1,"1st Call"
4437,470.944,2021-07-21 11:36:22,18,,zoom,outbound,video,463,0.5332905823197664,2.3249999999999886,19.275000000000006,0.3822110484473738,admin,{Account Manager},1,Other
4436,468.48,2021-07-21 11:22:46,18,,zoom,outbound,video,458,0.47365949453551953,35.64999999999998,0.6399999999999961,7.044057377049181,admin,{Account Manager},1,Other
4435,1755.872,2021-07-21 10:30:39,14,,zoom,outbound,video,,0.07234012502050263,138.72500000000002,0.4166666666666761,0.2050263344936305,admin,{Sales},1,Demo
4432,563.712,2021-07-20 17:31:41,18,,zoom,outbound,video,,0.5899377696412353,48.800000000000004,0.8744736842105176,3.9381811989100814,admin,{Account Manager},1,Other
4433,2007.456,2021-07-20 17:10:51,8,8,zoom,outbound,video,499,0.42879644684615675,134.635,0.39839622641509237,3.168188991439912,admin,{Sales},1,"1st Call"
4434,1613.5,2021-07-20 16:30:00,18,,google,outbound,video,,0.5611217849395721,36.86499999999998,0.6354999999999981,5.206073752711497,admin,{Account Manager},1,Client Follow Up
4431,1660.704,2021-07-20 16:03:00,18,32,zoom,outbound,video,464,0.4656820240090937,38.419999999999845,0.9178289473684358,5.491646916006705,admin,{Account Manager},1,Client Follow Up
4430,2439.1845,2021-07-20 15:25:37,23,7,manual,inbound,video,483,0.6663046604305651,91.80000000000018,0.847187499999972,0.7871483276480316,admin,{Sales},1,Demo
4429,2439.1845,2021-07-20 15:19:02,23,23,manual,inbound,video,483,0.6663046604305651,91.80000000000018,0.847187499999972,0.7871483276480316,admin,{Sales},1,Demo
4428,1663.84,2021-07-20 14:30:05,14,,zoom,outbound,video,396,0.33266119338397876,91.29499999999996,0.8283333333333379,1.803057986344841,admin,{Sales},1,Client Follow Up
4427,955.104,2021-07-20 14:02:37,54,,zoom,outbound,video,498,0.4236030840620499,44.184999999999945,0.7677941176470519,4.208965725198512,admin,{Account Manager},1,Client Follow Up
4426,1749.376,2021-07-20 13:30:47,54,,zoom,outbound,video,497,0.4072680773029916,185.35000000000002,0.7158139534883866,2.949623179922441,admin,{Account Manager},2,Client Follow Up
4425,4360.512,2021-07-20 11:59:52,14,14,zoom,outbound,video,496,0.47454289771476255,163.91999999999996,0.7709285714285978,1.9538989916780418,admin,{Sales},1,Demo
4421,1389.376,2021-07-20 11:03:22,8,,zoom,outbound,video,130,0.46325472730203965,42.72500000000002,0.7100000000000106,4.232115712377355,admin,{Sales},1,Prospect Follow up
4423,2267.52,2021-07-20 10:59:40,14,,zoom,outbound,video,495,0.41887833403894964,86.42000000000007,0.9142000000000021,2.672523285351397,admin,{Sales},2,"1st Call"
4420,2934.464,2021-07-20 10:32:53,3,,zoom,outbound,video,,0.6197315761924472,58.710000000000036,0.5553333333333472,2.4740463675819506,admin,"{Product,Account Manager}",1,Client Follow Up
4419,1785.984,2021-07-20 10:31:38,8,,zoom,outbound,video,,0.5741372823048795,43.125,0.9797500000000122,4.0649860245108576,admin,{Sales},1,Client Follow Up
4422,4943.808,2021-07-20 09:59:50,23,23,zoom,outbound,video,483,0.19453728785583904,1068.3399999999997,4.979568965517253,1.395685269330848,admin,{Sales},3,Demo
4418,693.342,2021-07-19 18:45:34,8,,manual,inbound,audio,490,0.5185175569920761,36.60499999999996,0.5815384615384575,4.499943750703117,admin,{Sales},1,Prospect Follow up
4417,3559.52,2021-07-19 17:02:22,8,8,zoom,outbound,video,363,0.27123460466579813,898.05,0.6092553191489275,1.5676270957881961,admin,{Sales},3,Demo
4416,155.14125,2021-07-19 16:41:37,8,,aircall,outbound,audio,,0.3271212524070804,38.05499999999999,0.6800000000000016,5.4144207294965065,admin,{Sales},1,Unscheduled Follow up
4415,522.56,2021-07-19 16:02:26,54,7,zoom,outbound,video,443,0.2976117575015309,105.88,1.03299999999999,2.4112063686466625,admin,{Account Manager},1,Client Follow Up
4414,195.422,2021-07-19 15:46:33,17,2,aircall,outbound,audio,,0.006780198749373152,183.825,0.0,0.3070278678961427,admin,{Sales},1,Cold Call
4412,866.8995,2021-07-19 14:05:51,23,,aircall,outbound,audio,,0.5779562682871542,82.52000000000001,0.27700000000000385,2.145577428525452,admin,{Sales},1,Unscheduled Follow up
4411,425.088,2021-07-19 12:00:37,23,23,zoom,outbound,video,487,0.22763521906052428,58.56999999999999,0.3859999999999985,2.8229448961156276,admin,{Sales},1,Prospect Follow up
4410,1039.8825,2021-07-19 11:30:08,23,,aircall,outbound,audio,,0.26166417840477185,111.42500000000001,1.3083333333333254,2.711844847855407,admin,{Sales},1,Unscheduled Follow up
4409,188.08175,2021-07-19 10:53:06,17,,aircall,inbound,audio,,0.6411945869282908,27.539999999999992,0.35600000000000237,6.380204352628578,admin,{Sales},1,Cold Call
4408,119.74525,2021-07-19 10:50:46,17,,aircall,outbound,audio,,0.4505397917662704,28.525000000000002,0.5599999999999999,3.006382299089108,admin,{Sales},1,Cold Call
4405,353.64,2021-07-16 17:42:47,23,7,zoom,outbound,video,,0.252120800814387,30.224999999999994,1.0582352941176485,5.598914149983035,admin,{Sales},1,Other
4406,1255.936,2021-07-16 17:00:00,54,,google,outbound,video,303,0.5273437499999996,65.215,0.7527499999999944,3.91739706481859,admin,{Account Manager},2,Client Follow Up
4401,3396.64,2021-07-16 16:07:59,1,,manual,inbound,video,,0.5018783268170879,189.7249999999999,2.8430000000000115,1.907767676291865,admin,{Sales},1,Other
4404,2486.04,2021-07-16 16:07:25,8,,zoom,outbound,video,384,0.3317625621470281,167.60999999999967,1.034264705882369,3.2823285224694696,admin,{Sales},1,Client Follow Up
4403,565.28,2021-07-16 16:00:00,54,,google,outbound,video,,0.45595987829040485,37.440000000000005,0.5336363636363708,4.776393999433909,admin,{Account Manager},1,Other
4402,1144.709,2021-07-16 16:00:00,3,,google,outbound,video,,0.371884906993829,79.21999999999991,0.9073863636363725,4.560110910283749,admin,"{Product,Account Manager}",1,Client Follow Up
4398,425.66525,2021-07-16 15:08:39,23,,aircall,outbound,audio,,0.4469709472408189,30.224999999999994,0.7704545454545498,3.101028331535167,admin,{Sales},1,Cold Call
4400,3370.16,2021-07-16 15:04:21,18,,zoom,outbound,video,493,0.28313789256296507,1220.5400000000002,0.47382352941177514,2.4034467206304746,admin,{Account Manager},1,Client Follow Up
4399,2091.4,2021-07-16 14:59:38,14,14,zoom,outbound,video,63,0.5391723247585349,128.015,0.5164444444444485,2.582002486372765,admin,{Sales},1,Demo
4397,473.12975,2021-07-16 14:44:09,1,,aircall,inbound,audio,,0.47676139579047805,51.82500000000002,0.5947058823529424,4.184898539988239,admin,{Sales},1,Unscheduled Follow up
4396,2284.8,2021-07-16 13:57:27,8,,zoom,outbound,video,,0.39821209733893465,120.93000000000006,0.6011940298507634,3.5189075630252096,admin,{Sales},1,"1st Call"
4394,3268.36,2021-07-16 11:31:28,8,,zoom,outbound,video,131,0.5784904355701308,173.22499999999997,0.869903846153854,1.890856576386934,admin,{Sales},2,Demo
4393,1588.56,2021-07-16 11:30:56,14,,zoom,outbound,video,,0.4588998841718278,106.62499999999994,0.4697058823529556,2.6061338570781087,admin,{Sales},4,Client Follow Up
4392,801.76,2021-07-16 11:01:00,17,,zoom,outbound,video,406,0.24183047295948906,148.94000000000005,3.0214285714285656,2.1702255038914386,admin,{Sales},3,Prospect Follow up
4391,546.63825,2021-07-15 18:36:52,8,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
4390,1878.208,2021-07-15 18:00:41,14,14,zoom,outbound,video,492,0.44939644597403383,166.61000000000013,0.7842553191489523,2.970916959144035,admin,{Sales},1,"1st Call"
4389,1661.0,2021-07-15 17:03:55,54,,zoom,outbound,video,491,0.6167639975918107,133.94000000000005,0.8741666666666837,1.7338952438290187,admin,{Account Manager},2,Client Follow Up
4387,249.75675,2021-07-15 15:50:16,8,,aircall,outbound,audio,,0.5630158143873986,10.670000000000002,1.1988461538461568,6.246077433342642,admin,{Sales},1,Unscheduled Follow up
4388,1902.368,2021-07-15 15:31:44,23,,zoom,outbound,video,487,0.4434394396877975,51.92500000000007,0.6482142857143011,3.532439570051641,admin,{Sales},1,Prospect Follow up
4385,278.805,2021-07-15 14:42:45,8,,aircall,outbound,audio,,0.5165617546313731,21.525000000000006,0.3487500000000016,4.949696024102868,admin,{Sales},1,Prospect Follow up
4386,1879.008,2021-07-15 14:31:40,23,,zoom,outbound,video,,0.5743429511742356,99.93000000000006,0.9204838709677436,2.011699790527768,admin,{Sales},1,Demo
4383,1264.24,2021-07-15 14:04:16,18,,zoom,outbound,video,463,0.5175243624628233,51.39999999999999,0.7072619047619126,3.9391254825033224,admin,{Account Manager},2,Client Follow Up
4384,1988.576,2021-07-15 14:02:17,8,,zoom,outbound,video,384,0.45316849846322027,143.02500000000003,0.392931034482756,1.7499959770207423,admin,{Sales},2,Client Follow Up
4382,506.40975,2021-07-15 12:24:33,23,,aircall,inbound,audio,,0.41685611305864484,51.22500000000001,0.7285294117647029,4.1468395898775645,admin,{Sales},1,Unscheduled Follow up
4381,2261.12,2021-07-15 11:32:09,54,18,zoom,outbound,video,490,0.06103391239739591,1565.1299999999999,133.11375,0.6633880554769318,admin,{Account Manager},2,Client Follow Up
4380,1029.92,2021-07-15 10:31:22,23,,zoom,outbound,video,480,0.2593065480814045,229.92499999999998,0.8477499999999992,2.2720211278545905,admin,{Sales},1,Prospect Follow up
4377,170.63175,2021-07-15 09:45:20,23,,aircall,outbound,audio,,0.28162988423901164,30.025000000000006,0.6735000000000008,7.032688816706152,admin,{Sales},1,Unscheduled Follow up
4378,2322.92,2021-07-15 09:03:04,23,23,zoom,outbound,video,,0.488213111084324,58.22000000000003,1.4578124999999638,2.5054672567286,admin,{Sales},4,Demo
4379,2967.168,2021-07-15 09:02:12,8,8,zoom,outbound,video,165,0.644971905871187,108.17000000000007,0.7876923076923149,1.5368189465510547,admin,{Sales},15,Onboarding Team
4375,135.262,2021-07-13 18:11:41,23,,aircall,inbound,audio,,0.4125327142878267,33.135000000000005,0.7758333333333355,5.3230027650042135,admin,{Sales},1,Unscheduled Follow up
4376,3317.12,2021-07-13 17:32:00,8,8,zoom,outbound,video,489,0.45665366341886937,489.7,0.4102054794520521,2.6408450704225355,admin,{Sales},2,Demo
4372,1879.6,2021-07-13 16:32:22,18,,zoom,outbound,video,368,0.35333847627154674,147.22000000000003,0.4661206896551731,3.766758884869121,admin,{Account Manager},1,Client Follow Up
4371,1597.16,2021-07-13 16:04:37,1,,zoom,outbound,video,,0.3175292393999343,452.51999999999987,0.9538888888889119,2.0286007663602894,admin,{Sales},2,"1st Call"
4373,3839.712,2021-07-13 15:30:00,18,,google,outbound,video,488,0.2704838279537628,314.82500000000005,6.81350746268658,2.07828087106533,admin,{Account Manager},2,Client Follow Up
4368,1601.16,2021-07-13 15:11:43,8,,zoom,outbound,video,384,0.8451372754752784,17.28,0.0,0.1498913287866297,admin,{Sales},1,Prospect Follow up
4366,2100.16,2021-07-13 14:36:15,18,,zoom,outbound,video,439,0.3455451013256122,157.76,1.4001190476190661,2.4283864086545788,admin,{Account Manager},2,Client Follow Up
4365,1655.24,2021-07-13 14:32:33,23,,zoom,outbound,video,487,0.47839286145815657,58.27999999999997,0.6444680851063754,3.4073608660979677,admin,{Sales},1,Demo
4367,2646.92,2021-07-13 14:29:19,14,14,zoom,outbound,video,,0.573037719311501,58.460000000000036,1.1898039215686165,2.3121212579148596,admin,{Sales},1,Demo
4364,749.382,2021-07-13 13:00:00,18,,google,outbound,video,,0.4843991448953938,54.71500000000003,1.0029310344827602,4.5637605386838755,admin,{Account Manager},2,Other
4363,2109.728,2021-07-13 11:33:53,8,,zoom,outbound,video,,0.5909861366014938,46.02999999999997,0.6382558139535084,2.4742526050751565,admin,{Sales},9,Onboarding Team
4362,1666.92,2021-07-13 10:47:52,8,,zoom,outbound,video,440,0.5135729369135894,81.74000000000001,0.3822368421052632,2.735584191202937,admin,{Sales},2,Client Follow Up
4361,2273.52,2021-07-13 10:01:24,8,8,zoom,outbound,video,486,0.650731025018472,76.02499999999998,0.5256249999999891,1.689010873007495,admin,{Sales},4,Onboarding Managers
4358,733.12,2021-07-12 16:01:29,17,,zoom,outbound,video,466,0.5917244107376696,38.925,0.23289473684210585,3.191837625491052,admin,{Sales},1,Client Follow Up
4359,1922.208,2021-07-12 16:01:14,14,,zoom,outbound,video,,0.16040407697814116,549.325,0.37790322580647095,1.9977026419617439,admin,{Sales},1,Client Follow Up
4356,2783.56,2021-07-12 15:01:29,17,,zoom,outbound,video,,0.5400224891865101,58.61999999999999,0.5248437500000063,4.138585121211686,admin,{Sales},2,Client Follow Up
4357,3760.768,2021-07-12 14:32:35,8,8,zoom,outbound,video,485,0.6212826741771856,116.80999999999995,0.5487500000000011,2.2974030836254724,admin,{Sales},1,Demo
4355,1627.64,2021-07-12 14:31:21,18,,zoom,outbound,video,222,0.281911233442284,134.22500000000002,0.7113750000000308,2.985918262023543,admin,{Account Manager},3,Client Follow Up
4354,1644.48,2021-07-12 13:47:07,8,,zoom,outbound,video,,0.40077714535901837,154.425,0.4679268292682948,3.0283129013426735,admin,{Sales},1,Other
4353,122.69725,2021-07-12 11:46:36,23,,aircall,outbound,audio,,0.2878630124147036,19.325,0.567142857142856,7.3351277229114755,admin,{Sales},1,Unscheduled Follow up
4352,453.538,2021-07-12 11:36:52,23,,aircall,inbound,audio,,0.3049424745004834,45.02499999999998,1.1264285714285767,5.556315016602798,admin,{Sales},1,Unscheduled Follow up
4351,2891.08,2021-07-09 18:09:44,8,14,zoom,outbound,video,484,0.3280815473802166,119.90999999999985,0.4758730158730263,2.594186255655326,admin,{Sales},1,Demo
4350,1613.248,2021-07-09 16:05:13,18,,zoom,outbound,video,443,0.5185439560439554,37.32999999999993,0.7538392857142913,4.165509580672036,admin,{Account Manager},9,Other
4348,810.688,2021-07-09 14:03:02,8,,zoom,outbound,video,200,0.4162945547485596,72.76000000000005,0.8204166666666671,3.552538091102866,admin,{Sales},1,Prospect Follow up
4349,1021.96,2021-07-09 13:59:48,14,,zoom,outbound,video,427,0.1194224822889348,685.125,0.7470833333333372,1.4090571059532662,admin,{Sales},3,Client Follow Up
4346,1639.12,2021-07-09 11:00:31,14,,zoom,outbound,video,,0.6598296646981296,137.245,0.9726086956522084,1.7204353555566403,admin,{Sales},1,Demo
4343,1496.448,2021-07-09 10:02:53,18,,zoom,outbound,video,,0.6261660946454521,80.76500000000001,0.6769767441860643,3.4481652553246085,admin,{Account Manager},1,Client Follow Up
4342,2241.36,2021-07-08 18:31:14,17,,zoom,outbound,video,481,0.4978807509726238,53.6400000000001,0.500277777777781,3.8815719027733158,admin,{Sales},1,Prospect Follow up
4341,386.56,2021-07-08 18:11:06,23,,aircall,outbound,audio,,0.29307222682119205,64.72999999999999,0.5908823529411737,5.277317880794702,admin,{Sales},1,Unscheduled Follow up
4339,1314.16,2021-07-08 17:02:18,8,,zoom,outbound,video,440,0.544381962622511,74.16000000000001,0.3433000000000004,4.565654106044926,admin,{Sales},1,Client Follow Up
4340,2144.24,2021-07-08 17:01:38,23,,zoom,outbound,video,,0.49503553706674586,110.88999999999987,0.5873255813953556,2.4344289818303926,admin,{Sales},1,Demo
4338,500.12,2021-07-08 16:50:31,8,,zoom,outbound,video,,0.5615952171478843,19.089999999999975,0.631249999999997,5.638646724786051,admin,{Sales},1,Unscheduled Follow up
4337,2084.2,2021-07-08 16:05:23,1,,zoom,outbound,video,483,0.43292390365607875,120.77999999999997,0.6649999999999877,2.7060742731023897,admin,{Sales},2,Demo
4335,1502.76,2021-07-08 15:17:36,18,,zoom,outbound,video,384,0.6849996007346472,80.32499999999999,0.9220689655172755,2.315739040166094,admin,{Account Manager},1,Client Follow Up
4334,1382.76,2021-07-08 15:00:42,23,,zoom,outbound,video,,0.25945211027220894,108.93000000000006,0.7373255813953636,3.7750585784951833,admin,{Sales},1,Client Follow Up
4333,1678.96,2021-07-08 14:32:40,17,,zoom,outbound,video,482,0.4771465669223802,164.6500000000001,0.39700000000000035,2.144184495163673,admin,{Sales},1,Demo
4330,170.214,2021-07-08 14:19:32,23,,aircall,inbound,audio,,0.5120906623426981,35.025000000000006,1.1350000000000011,3.877471888328809,admin,{Sales},1,Unscheduled Follow up
4332,2076.28,2021-07-08 14:07:06,18,,zoom,outbound,video,221,0.1628609821411369,724.3900000000001,1.2943750000000012,1.3870961527346986,admin,{Account Manager},2,Client Follow Up
4331,1628.0,2021-07-08 14:04:08,17,17,zoom,outbound,video,481,0.5277702702702699,96.92500000000001,0.3921999999999885,3.611793611793612,admin,{Sales},1,Demo
4327,2331.56,2021-07-08 10:31:55,17,17,zoom,outbound,video,479,0.6616535709996734,91.6,0.5196428571428726,2.187376692000206,admin,{Sales},2,Demo
4328,2638.4,2021-07-08 10:31:43,23,23,zoom,outbound,video,480,0.4312158884172211,83.76500000000001,1.143571428571427,3.5021224984839296,admin,{Sales},1,Demo
4325,759.28,2021-07-08 10:18:22,23,,zoom,outbound,video,,0.1138907912759456,201.12499999999994,0.7724999999999969,1.3433779369929408,admin,{Sales},2,Client Follow Up
4326,2519.12,2021-07-08 10:05:04,8,,zoom,outbound,video,165,0.48998856743624486,77.02000000000044,0.8393604651162827,4.096668677951031,admin,{Sales},2,Set up
4324,1980.128,2021-07-08 09:04:01,8,8,zoom,outbound,video,257,0.15180331776531547,139.79999999999995,3.733627450980398,3.090709287480405,admin,{Sales},2,Onboarding Team
4323,181.6295,2021-07-07 19:05:48,23,,aircall,inbound,audio,,0.34000534054214765,38.724999999999994,0.8772727272727276,6.937199078343551,admin,{Sales},1,Unscheduled Follow up
4321,266.5795,2021-07-07 18:11:22,17,,aircall,outbound,audio,,0.5072220482070077,31.650000000000006,0.4038461538461522,5.851912844010886,admin,{Sales},1,Cold Call
4322,1463.168,2021-07-07 18:03:22,1,1,zoom,outbound,video,265,0.4111421244860469,55.700000000000045,0.6538461538461461,5.2898915230513515,admin,{Sales},1,Client Follow Up
4320,2456.736,2021-07-07 17:02:10,18,,zoom,outbound,video,478,0.032988892579422266,613.3000000000002,1.0459999999999903,0.7082568090344262,admin,{Account Manager},3,Client Follow Up
4319,1602.76,2021-07-07 16:36:01,8,,zoom,outbound,video,384,0.4726970975068005,183.635,0.8109677419354947,2.32099628141456,admin,{Sales},1,Client Follow Up
4318,1693.44,2021-07-07 15:32:04,18,,zoom,outbound,video,384,0.6348822515117146,111.24000000000001,0.6532608695652232,1.665249433106576,admin,{Account Manager},3,Client Follow Up
4317,180.11425,2021-07-07 15:15:10,17,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Cold Call
4315,1072.0,2021-07-07 14:02:04,8,8,zoom,outbound,video,416,0.33824160447761165,181.325,0.7464583333333362,2.7425373134328357,admin,{Sales},1,Prospect Follow up
4314,1910.528,2021-07-07 12:02:39,8,8,zoom,outbound,video,380,0.7234544586627343,128.3699999999999,0.29303571428572134,1.790081066595203,admin,{Sales},2,Onboarding Team
4312,576.768,2021-07-07 11:33:53,17,,zoom,outbound,video,477,0.5130659121171768,55.32500000000002,0.6287499999999984,3.328894806924101,admin,{Sales},1,Prospect Follow up
4313,1695.936,2021-07-07 11:30:39,23,,zoom,outbound,video,473,0.24559889052417028,112.82499999999999,0.720102040816316,3.4317332729536965,admin,{Sales},1,Client Follow Up
4311,160.418,2021-07-07 11:09:49,17,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Cold Call
4309,156.578,2021-07-07 10:56:49,8,,aircall,outbound,audio,,0.417906730191981,34.02499999999999,0.197000000000002,3.831955958052855,admin,{Sales},1,Unscheduled Follow up
4308,1056.84,2021-07-07 10:01:45,23,,zoom,outbound,video,454,0.2652199008364552,135.625,3.523125000000004,3.6334733734529356,admin,{Sales},1,Client Follow Up
4307,2774.24,2021-07-07 09:14:46,18,,zoom,outbound,video,464,0.6074600611338583,61.12999999999988,0.3929452054794484,3.1576215468020075,admin,{Account Manager},4,Client Follow Up
4306,154.95825,2021-07-06 19:10:58,23,,aircall,outbound,audio,,0.15233135376786977,28.619999999999997,1.1262499999999998,6.195217098799193,admin,{Sales},1,Cold Call
4305,498.991,2021-07-06 18:52:25,23,,aircall,inbound,audio,,0.37984653029814136,81.325,0.8662500000000002,3.847764789344898,admin,{Sales},1,Unscheduled Follow up
4304,2538.52,2021-07-06 18:02:21,23,,zoom,outbound,video,,0.44125711044230387,106.74000000000001,1.1774528301886873,2.5290326647022674,admin,{Sales},7,Onboarding Team
4303,1665.96,2021-07-06 17:03:56,8,,zoom,outbound,video,384,0.5987598741866516,84.22499999999997,0.5681081081081114,2.701145285601095,admin,{Sales},2,Client Follow Up
4301,149.995,2021-07-06 16:39:06,23,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
4302,2826.96,2021-07-06 16:01:43,14,,zoom,outbound,video,427,0.28774372470781273,169.32500000000002,2.570333333333336,3.1836318872569827,admin,{Sales},4,Client Follow Up
4299,434.338,2021-07-06 11:36:07,8,,aircall,outbound,audio,,0.384124806026643,40.52499999999998,0.6561111111111101,5.111226740464799,admin,{Sales},1,Unscheduled Follow up
4298,139.44175,2021-07-06 11:34:38,23,,aircall,inbound,audio,,0.42802819098297346,12.39,1.1890909090909083,9.036031174307551,admin,{Sales},1,Unscheduled Follow up
4297,2501.72,2021-07-06 10:03:18,23,23,zoom,outbound,video,,0.4915218329789092,70.59999999999991,0.9115909090909016,3.189805413875254,admin,{Sales},1,Demo
4296,1303.616,2021-07-06 09:34:30,23,17,zoom,outbound,video,388,0.21220205950218485,167.68,0.41521739130434165,2.071162059993127,admin,{Sales},1,Prospect Follow up
4295,2662.0,2021-07-05 18:02:53,8,8,zoom,outbound,video,475,0.49666791885799977,190.43999999999997,0.5826785714285723,2.5244177310293012,admin,{Sales},1,Demo
4293,598.44,2021-07-05 17:07:07,17,,zoom,outbound,video,,0.0835254996323774,565.6700000000001,0.1449999999999818,0.5013033888109083,admin,{Sales},2,Other
4294,1109.32,2021-07-05 17:02:31,8,,zoom,outbound,video,,0.49953124436591756,115.85999999999999,0.5565384615384693,2.704359427396964,admin,{Sales},1,Client Follow Up
4292,125.93625,2021-07-05 15:59:40,23,,aircall,inbound,audio,,0.31110978769020037,13.725,3.1885714285714295,6.670041389988983,admin,{Sales},1,Cold Call
4290,130.978,2021-07-05 15:30:41,23,23,aircall,outbound,audio,,0.6544228801783506,11.11,0.2375000000000007,3.6647375895188503,admin,{Sales},1,Cold Call
4288,1410.48,2021-07-05 14:33:01,8,,zoom,outbound,video,,0.6445713515966182,34.070000000000164,0.9708928571428684,2.3821677726731325,admin,{Sales},2,Onboarding Team
4291,2201.609,2021-07-05 14:30:00,23,,google,outbound,video,,0.467122000318857,75.72000000000003,1.4258620689655066,3.188577081579881,admin,{Sales},6,Onboarding Team
4286,1248.96,2021-07-05 14:02:31,8,,zoom,outbound,video,363,0.13317079810402224,274.24,0.4608823529411974,1.633358954650269,admin,{Sales},2,Prospect Follow up
4285,1402.8,2021-07-05 11:58:45,23,,zoom,outbound,video,,0.39720202452238274,161.57999999999993,1.3241071428571465,2.3952095808383236,admin,{Sales},7,Onboarding Managers
4284,2688.576,2021-07-05 11:00:19,23,,zoom,outbound,video,473,0.511393391892212,321.17999999999984,1.4014285714286083,0.6248661001214025,admin,{Sales},15,Onboarding Team
4283,395.57225,2021-07-05 10:10:57,23,,aircall,inbound,audio,,0.2215903668672408,76.42500000000001,0.76916666666667,3.4886168076754625,admin,{Sales},1,Unscheduled Follow up
4282,229.376,2021-07-04 16:20:37,23,,manual,inbound,video,,0.640607561383928,56.17,3.463750000000002,4.185267857142858,admin,{Sales},1,Unscheduled Follow up
4281,1457.536,2021-07-04 16:20:08,23,,manual,inbound,video,,0.6640590695529986,130.79999999999995,4.559047619047635,3.457890576973742,admin,{Sales},1,Set up
4280,266.7885,2021-07-02 18:19:58,23,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
4279,1995.328,2021-07-02 17:36:18,23,,zoom,outbound,video,231,0.2455185312890907,125.625,0.6203921568627598,3.097235141290054,admin,{Sales},1,Prospect Follow up
4277,445.9885,2021-07-02 17:12:27,23,,aircall,outbound,audio,,0.0,0.0,0.0,0.0,admin,{Sales},1,Unscheduled Follow up
